sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Female,38,25 - 45,Caucasian,0,0,0,1,1,M,Battery,6
Female,24,Less than 25,African-American,0,0,0,0,1,M,Exposes Culpable Negligence,5
Female,38,25 - 45,African-American,0,0,0,0,1,M,Viol Prot Injunc Repeat Viol,4
Male,27,25 - 45,African-American,0,0,0,7,1,F,Burglary Conveyance Unoccup,9
Male,48,Greater than 45,African-American,0,0,0,6,1,F,arrest case no charge,3
Female,31,25 - 45,Caucasian,0,0,0,2,28,F,Possession of Cocaine,4
Male,28,25 - 45,African-American,0,0,0,5,1,M,Battery,5
Male,30,25 - 45,Hispanic,0,0,0,7,1,F,Agg Assault W/int Com Fel Dome,9
Male,25,25 - 45,Caucasian,0,0,1,6,1,M,Petit Theft,5
Male,27,25 - 45,African-American,0,0,0,8,294,F,arrest case no charge,10
Male,55,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Male,25,25 - 45,African-American,0,0,0,1,113,F,Aggravated Battery / Pregnant,3
Male,40,25 - 45,African-American,0,0,0,5,1971,F,arrest case no charge,7
Male,21,Less than 25,African-American,0,0,0,0,1,F,Burglary Conveyance Unoccup,4
Male,50,Greater than 45,Caucasian,0,0,0,26,16,F,Possession of Cocaine,7
Male,28,25 - 45,African-American,0,1,0,10,0,F,arrest case no charge,7
Male,20,Less than 25,African-American,0,1,0,2,16,F,Possession of Cocaine,9
Male,33,25 - 45,Native American,1,0,0,9,106,M,Aggravated Battery,7
Male,31,25 - 45,African-American,5,0,0,10,1,F,arrest case no charge,9
Female,57,Greater than 45,African-American,0,0,0,0,1,M,Resist/Obstruct W/O Violence,1
Male,25,25 - 45,African-American,0,0,0,0,1,M,Battery,2
Male,22,Less than 25,African-American,0,4,0,7,7,F,arrest case no charge,8
Male,31,25 - 45,African-American,0,0,0,3,1,F,Burglary Dwelling Assault/Batt,3
Male,43,25 - 45,African-American,0,0,0,7,0,F,arrest case no charge,4
Female,25,25 - 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,4
Male,39,25 - 45,Hispanic,0,0,0,1,1,M,Battery,2
Male,40,25 - 45,African-American,0,0,0,1,1,F,Felony Driving While Lic Suspd,1
Male,20,Less than 25,African-American,0,0,0,0,1,F,Burglary Structure Unoccup,5
Male,35,25 - 45,African-American,0,0,0,2,1,M,Possess Cannabis/20 Grams Or Less,7
Male,34,25 - 45,African-American,0,0,0,1,1,M,arrest case no charge,1
Male,27,25 - 45,Caucasian,0,0,1,18,1,F,Felony Petit Theft,9
Male,37,25 - 45,Hispanic,0,0,0,1,159,F,arrest case no charge,5
Female,38,25 - 45,African-American,0,0,0,3,0,F,Driving While License Revoked,1
Male,21,Less than 25,Caucasian,0,0,0,0,1,F,Possession of Cannabis,7
Male,25,25 - 45,African-American,0,0,0,0,1,M,Battery,1
Male,53,Greater than 45,African-American,0,0,0,6,1,M,Petit Theft,6
Female,50,Greater than 45,African-American,0,0,0,4,2,F,Aggrav Battery w/Deadly Weapon,3
Female,23,Less than 25,Caucasian,0,0,0,1,0,M,Battery,6
Male,27,25 - 45,African-American,1,0,0,2,73,F,Deliver Cocaine,4
Male,22,Less than 25,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,5
Male,27,25 - 45,Caucasian,0,0,0,0,0,M,Susp Drivers Lic 1st Offense,3
Male,29,25 - 45,African-American,0,0,0,5,1,F,Possession of Cannabis,8
Male,38,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Female,54,Greater than 45,Caucasian,0,0,0,2,4,F,arrest case no charge,2
Male,26,25 - 45,African-American,0,0,0,1,0,F,arrest case no charge,10
Male,37,25 - 45,African-American,1,8,5,23,1,F,Deliver Cocaine,8
Male,36,25 - 45,African-American,0,2,1,25,0,M,Battery,10
Male,28,25 - 45,African-American,0,0,0,18,1,F,Deliver Cannabis,10
Male,49,Greater than 45,African-American,0,0,0,1,1,M,arrest case no charge,1
Male,36,25 - 45,African-American,0,0,0,11,1,F,Driving While License Revoked,7
Female,26,25 - 45,African-American,0,0,0,2,634,F,arrest case no charge,9
Female,41,25 - 45,Caucasian,0,0,0,0,1,F,Aggravated Battery,3
Male,26,25 - 45,Hispanic,0,0,1,9,0,F,Battery on Law Enforc Officer,7
Male,40,25 - 45,Caucasian,1,0,0,9,1,F,arrest case no charge,9
Male,29,25 - 45,Caucasian,0,0,1,8,54,M,Susp Drivers Lic 1st Offense,8
Male,21,Less than 25,African-American,1,0,0,7,1,F,Fleeing Or Attmp Eluding A Leo,10
Male,22,Less than 25,Other,0,0,0,0,1,F,False Imprisonment,2
Male,33,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Hydromorphone,1
Male,26,25 - 45,African-American,0,0,0,7,19,F,Poss Cocaine/Intent To Del/Sel,7
Female,27,25 - 45,African-American,0,0,0,0,1,M,Battery,3
Male,35,25 - 45,African-American,0,0,0,1,1,F,Pos Cannabis W/Intent Sel/Del,2
Male,27,25 - 45,African-American,0,0,0,3,365,M,Susp Drivers Lic 1st Offense,2
Male,37,25 - 45,Hispanic,0,0,0,3,1,M,Battery,1
Female,31,25 - 45,African-American,0,0,0,3,1,F,arrest case no charge,5
Male,36,25 - 45,African-American,1,0,0,26,1,F,Poss Cocaine/Intent To Del/Sel,8
Female,32,25 - 45,Other,0,0,0,0,1,M,Viol Injunct Domestic Violence,2
Male,50,Greater than 45,Caucasian,0,0,0,1,1,F,Aggrav Battery w/Deadly Weapon,1
Male,52,Greater than 45,Caucasian,0,0,0,1,1,F,arrest case no charge,1
Male,24,Less than 25,African-American,0,0,0,1,1,M,Battery,4
Male,38,25 - 45,African-American,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,4
Male,54,Greater than 45,African-American,0,0,0,11,1,F,arrest case no charge,8
Male,71,Greater than 45,Caucasian,0,0,0,13,1,F,Felony Driving While Lic Suspd,2
Male,27,25 - 45,African-American,0,4,4,9,1,F,Poss Pyrrolidinovalerophenone W/I/D/S,7
Female,39,25 - 45,Caucasian,0,0,0,1,2,F,Possession of Cocaine,4
Male,34,25 - 45,Other,0,0,0,1,1,M,Driving License Suspended,2
Male,23,Less than 25,Other,0,0,0,0,1,M,Battery,8
Male,46,Greater than 45,African-American,1,0,0,8,0,M,Battery,4
Female,36,25 - 45,African-American,0,0,0,5,0,F,Battery on Law Enforc Officer,6
Male,55,Greater than 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,33,25 - 45,Hispanic,0,0,0,1,400,F,arrest case no charge,4
Male,45,Greater than 45,African-American,0,0,0,0,,M,,3
Male,27,25 - 45,Caucasian,0,0,0,0,0,F,Grand Theft in the 3rd Degree,4
Male,23,Less than 25,African-American,0,0,3,2,0,F,Carrying Concealed Firearm,4
Male,20,Less than 25,African-American,1,0,0,1,1,F,arrest case no charge,7
Female,31,25 - 45,African-American,0,2,0,10,3,F,Uttering a Forged Instrument,8
Male,24,Less than 25,Caucasian,0,0,0,8,0,F,arrest case no charge,9
Female,37,25 - 45,Caucasian,0,0,0,2,1,F,Tampering With Physical Evidence,8
Male,25,25 - 45,African-American,0,0,0,0,2,M,Operating W/O Valid License,6
Male,26,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cannabis,3
Male,29,25 - 45,Hispanic,0,0,0,0,3,F,Driving While License Revoked,3
Male,33,25 - 45,Hispanic,0,0,0,3,995,M,Driving License Suspended,2
Male,29,25 - 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,2
Male,41,25 - 45,African-American,0,0,0,4,0,M,Battery,1
Male,37,25 - 45,African-American,0,0,0,0,1,F,Felony Battery (Dom Strang),1
Male,46,Greater than 45,Caucasian,0,0,0,2,1,F,Solicit To Deliver Cocaine,3
Female,56,Greater than 45,Caucasian,0,0,0,10,1,F,Possession of Cocaine,5
Male,23,Less than 25,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,3
Female,23,Less than 25,African-American,0,0,0,1,2,F,Poss Pyrrolidinovalerophenone,5
Male,25,25 - 45,African-American,0,0,0,0,1,F,Poss/Sell/Del Cocaine 1000FT Sch,8
Male,24,Less than 25,African-American,0,0,0,1,1,F,Poss Cocaine/Intent To Del/Sel,7
Male,35,25 - 45,African-American,0,0,0,27,1,F,Grand Theft in the 3rd Degree,10
Male,48,Greater than 45,African-American,0,0,0,10,215,F,Deliver Cocaine,8
Male,26,25 - 45,Hispanic,0,0,0,1,24,M,DUI Level 0.15 Or Minor In Veh,2
Male,24,Less than 25,Caucasian,0,0,0,2,1,F,Burglary Conveyance Unoccup,7
Male,25,25 - 45,African-American,0,1,1,8,1,F,arrest case no charge,10
Male,23,Less than 25,African-American,0,0,0,0,1,F,Burglary Unoccupied Dwelling,9
Male,43,25 - 45,Caucasian,0,0,0,2,26,F,Poss Contr Subst W/o Prescript,1
Female,53,Greater than 45,Caucasian,0,0,0,0,2,M,DUI Property Damage/Injury,1
Male,24,Less than 25,African-American,0,0,0,1,1,F,Pos Methylenedioxymethcath W/I/D/S,6
Male,25,25 - 45,African-American,1,0,0,4,99,M,Battery,9
Male,28,25 - 45,African-American,0,0,0,0,1,F,Offn Against Intellectual Prop,4
Male,21,Less than 25,Caucasian,0,0,0,1,1,F,Grand Theft in the 3rd Degree,3
Male,31,25 - 45,Other,0,0,0,0,1,M,Battery,2
Male,33,25 - 45,Caucasian,0,0,0,3,1,F,"Poss Of 1,4-Butanediol",7
Female,35,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,1
Male,55,Greater than 45,Caucasian,0,0,0,3,1,M,Viol Injunction Protect Dom Vi,3
Male,50,Greater than 45,Hispanic,0,0,0,9,1,M,Battery,5
Male,28,25 - 45,African-American,0,0,0,0,2,M,Battery,3
Male,44,25 - 45,Caucasian,0,0,0,0,1,M,Battery,1
Female,48,Greater than 45,Caucasian,0,0,0,2,67,F,Abuse Without Great Harm,1
Male,19,Less than 25,African-American,2,1,1,3,23,F,Carrying Concealed Firearm,10
Male,23,Less than 25,Other,0,0,0,2,1,M,Resist/Obstruct W/O Violence,7
Male,24,Less than 25,African-American,0,0,1,3,1,F,Poss F/Arm Delinq,8
Male,50,Greater than 45,Caucasian,0,0,0,2,1,F,Possession of Cocaine,3
Male,31,25 - 45,African-American,0,0,0,0,1,M,Battery,4
Female,28,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,4
Male,42,25 - 45,Caucasian,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,1
Male,21,Less than 25,African-American,0,0,0,0,1,M,Aggravated Assault W/Dead Weap,9
Male,29,25 - 45,African-American,0,0,0,5,643,F,arrest case no charge,10
Male,48,Greater than 45,Caucasian,0,0,0,1,497,F,Aggrav Battery w/Deadly Weapon,1
Male,21,Less than 25,Caucasian,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",8
Male,24,Less than 25,Other,0,0,0,0,1,M,Possess Drug Paraphernalia,4
Male,31,25 - 45,Caucasian,0,0,0,3,1,F,Tamper With Victim,5
Male,23,Less than 25,Hispanic,0,0,0,0,0,M,Battery,3
Male,27,25 - 45,Caucasian,0,0,0,0,0,F,Driving While License Revoked,9
Male,32,25 - 45,Other,0,0,0,0,0,M,Resist Officer w/Violence,2
Male,75,Greater than 45,Caucasian,0,0,0,1,36,F,Poss/Sell/Deliver Clonazepam,4
Male,28,25 - 45,African-American,0,0,0,7,0,F,arrest case no charge,5
Male,67,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Female,32,25 - 45,African-American,0,0,0,11,0,F,Driving While License Revoked,7
Male,44,25 - 45,African-American,0,0,0,7,1,F,arrest case no charge,4
Male,25,25 - 45,African-American,0,0,0,1,24,F,arrest case no charge,4
Female,30,25 - 45,African-American,0,0,0,15,1,M,Battery,8
Male,28,25 - 45,Caucasian,0,1,0,9,1,M,Driving License Suspended,4
Male,27,25 - 45,African-American,0,0,0,0,0,F,arrest case no charge,6
Male,36,25 - 45,African-American,0,0,0,4,215,F,Possession of Cocaine,4
Male,36,25 - 45,Other,0,0,0,8,1,M,arrest case no charge,2
Female,25,25 - 45,Caucasian,0,0,0,0,1,M,Prostitution/Lewd Act Assignation,4
Male,31,25 - 45,Caucasian,0,0,0,5,1,F,Driving While License Revoked,5
Male,30,25 - 45,Caucasian,0,0,0,0,0,M,DUI Property Damage/Injury,1
Male,33,25 - 45,African-American,0,0,0,4,9,F,arrest case no charge,2
Male,38,25 - 45,Hispanic,0,0,0,0,0,M,Battery,1
Male,26,25 - 45,African-American,0,0,0,1,0,M,Driving License Suspended,3
Male,52,Greater than 45,Hispanic,0,0,0,5,1,F,Aggrav Battery w/Deadly Weapon,3
Female,22,Less than 25,Caucasian,0,0,0,2,1,M,Grand Theft in the 3rd Degree,7
Male,50,Greater than 45,Caucasian,0,0,0,0,1,F,Carrying Concealed Firearm,1
Male,37,25 - 45,African-American,0,0,0,4,1,F,Aggravated Battery / Pregnant,1
Male,58,Greater than 45,Caucasian,0,0,0,1,1,F,Aggravated Assault W/Dead Weap,1
Male,34,25 - 45,Caucasian,0,0,0,3,1,M,Battery,4
Male,32,25 - 45,Caucasian,0,0,0,1,0,F,Pos Cannabis W/Intent Sel/Del,1
Male,29,25 - 45,African-American,0,0,0,0,1,M,DUI Property Damage/Injury,1
Male,27,25 - 45,African-American,0,0,0,0,0,M,Battery,1
Male,39,25 - 45,Caucasian,0,0,0,5,21,F,Burglary Unoccupied Dwelling,3
Male,24,Less than 25,African-American,0,0,0,0,1,F,Battery on Law Enforc Officer,3
Male,38,25 - 45,African-American,1,0,0,8,2,M,Disorderly Conduct,7
Male,52,Greater than 45,Caucasian,0,0,0,7,23,F,Resist Officer w/Violence,2
Male,56,Greater than 45,African-American,0,0,0,3,27,M,Battery,2
Male,46,Greater than 45,Caucasian,0,0,0,7,0,F,Grand Theft (Motor Vehicle),6
Male,38,25 - 45,Caucasian,0,0,0,5,11,F,Attempted Robbery  Weapon,1
Male,47,Greater than 45,Caucasian,0,0,0,3,0,M,Petit Theft,5
Male,32,25 - 45,Caucasian,0,0,0,0,7,F,Burglary Dwelling Occupied,1
Male,34,25 - 45,African-American,0,1,0,27,1,M,Battery,7
Male,42,25 - 45,African-American,0,0,0,5,1,F,Felony Battery w/Prior Convict,6
Female,35,25 - 45,African-American,0,0,0,0,1,M,Battery on a Person Over 65,1
Male,20,Less than 25,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,10
Female,32,25 - 45,Caucasian,0,0,0,2,1,F,Possession of Cocaine,10
Male,21,Less than 25,Caucasian,0,0,1,0,1,M,Possess Cannabis/20 Grams Or Less,5
Male,24,Less than 25,African-American,0,0,0,0,0,M,Driving Under The Influence,2
Male,24,Less than 25,African-American,0,0,0,1,1,M,Prowling/Loitering,9
Male,55,Greater than 45,Hispanic,0,0,0,2,32,F,Traffick Oxycodone     4g><14g,1
Male,26,25 - 45,African-American,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,3
Male,52,Greater than 45,Caucasian,0,0,0,8,0,F,arrest case no charge,2
Male,27,25 - 45,African-American,0,0,0,1,1,M,Battery,2
Female,27,25 - 45,Caucasian,0,0,0,0,0,M,Battery,5
Male,56,Greater than 45,Caucasian,0,0,0,0,1,F,Retail Theft $300 1st Offense,1
Male,52,Greater than 45,Caucasian,0,0,0,16,5,F,Possession of Hydrocodone,9
Male,37,25 - 45,African-American,0,0,0,3,1,F,Aiding Escape,1
Male,45,Greater than 45,African-American,0,0,0,0,6,M,Interfere W/Traf Cont Dev RR,1
Male,23,Less than 25,African-American,0,0,0,1,39,M,Battery,2
Female,36,25 - 45,Caucasian,0,0,0,3,27,F,arrest case no charge,6
Female,29,25 - 45,African-American,0,0,0,0,3,F,Grand Theft in the 3rd Degree,2
Male,21,Less than 25,Hispanic,0,0,0,0,5,F,arrest case no charge,3
Male,20,Less than 25,Other,0,2,1,3,1,M,Battery,2
Male,69,Greater than 45,African-American,0,0,0,3,315,F,arrest case no charge,6
Male,27,25 - 45,African-American,0,1,0,11,1,F,Felony Battery w/Prior Convict,8
Male,28,25 - 45,African-American,1,0,1,11,1,F,Possession of Cocaine,8
Male,38,25 - 45,African-American,0,0,0,4,1,M,Susp Drivers Lic 1st Offense,1
Male,30,25 - 45,Other,0,0,0,0,1,F,Felony Battery (Dom Strang),1
Female,19,Less than 25,African-American,0,0,0,1,1,F,Burglary Unoccupied Dwelling,9
Female,37,25 - 45,Caucasian,0,0,0,1,1,F,Possession Of Methamphetamine,1
Male,34,25 - 45,African-American,0,0,0,0,1,M,Battery,1
Male,37,25 - 45,Caucasian,0,0,0,7,1,F,Felony Petit Theft,8
Male,21,Less than 25,African-American,0,0,1,1,1,F,Purchase Cannabis,8
Male,21,Less than 25,African-American,0,0,0,0,1,F,Robbery / No Weapon,9
Female,38,25 - 45,Caucasian,0,0,0,3,1,F,arrest case no charge,4
Male,47,Greater than 45,African-American,0,0,0,1,1,M,Battery,4
Male,56,Greater than 45,Caucasian,0,0,0,3,1,F,Battery on a Person Over 65,2
Male,27,25 - 45,African-American,0,0,0,2,1,F,Tamper With Witness/Victim/CI,7
Male,23,Less than 25,African-American,0,0,0,0,1,M,Driving Under The Influence,8
Male,57,Greater than 45,Caucasian,0,0,0,0,2,F,Felony Battery (Dom Strang),1
Male,25,25 - 45,African-American,0,1,0,9,6,F,arrest case no charge,7
Female,23,Less than 25,African-American,0,0,0,2,20,F,Battery on Law Enforc Officer,10
Male,32,25 - 45,African-American,0,0,0,8,1,F,arrest case no charge,10
Female,36,25 - 45,African-American,0,0,0,2,2,M,Viol Prot Injunc Repeat Viol,5
Male,41,25 - 45,African-American,0,0,0,5,1006,M,Driving License Suspended,5
Male,31,25 - 45,Hispanic,0,0,0,2,69,F,Aggravated Assault W/dead Weap,3
Female,39,25 - 45,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,21,Less than 25,African-American,0,0,0,1,1,F,arrest case no charge,6
Male,43,25 - 45,Caucasian,0,0,0,8,435,F,Attempted Robbery  No Weapon,4
Male,31,25 - 45,African-American,0,0,0,2,1,M,Susp Drivers Lic 1st Offense,4
Male,37,25 - 45,Caucasian,0,0,0,0,2,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,2
Male,22,Less than 25,African-American,0,0,0,2,23,F,Possession Of Alprazolam,4
Male,59,Greater than 45,Caucasian,0,0,0,2,19,F,Possession Of Methamphetamine,1
Female,33,25 - 45,African-American,0,0,0,0,1,F,Possession of Cocaine,9
Male,39,25 - 45,Caucasian,0,0,0,21,216,F,Possession of Hydrocodone,10
Female,43,25 - 45,African-American,0,0,0,2,1,F,Possession of Cocaine,3
Male,25,25 - 45,Caucasian,0,0,0,5,1,F,Resist Officer w/Violence,4
Male,36,25 - 45,African-American,3,0,2,19,159,M,arrest case no charge,10
Male,23,Less than 25,African-American,0,0,0,3,1,F,Burglary Unoccupied Dwelling,5
Female,43,25 - 45,Caucasian,0,0,0,3,10,M,Viol Injunct Domestic Violence,2
Male,56,Greater than 45,Caucasian,0,0,0,9,24,M,Battery,1
Female,20,Less than 25,African-American,0,0,0,1,1,F,Felony Petit Theft,8
Male,50,Greater than 45,African-American,0,0,0,2,6,M,Ride Tri-Rail Without Paying,5
Male,24,Less than 25,Other,0,0,0,2,49,M,arrest case no charge,8
Female,54,Greater than 45,Caucasian,0,0,0,1,4,M,Driving Under The Influence,2
Male,20,Less than 25,African-American,0,0,0,1,1,F,Grand Theft (Motor Vehicle),10
Male,36,25 - 45,Other,0,0,0,3,1,M,Viol Injunct Domestic Violence,4
Female,36,25 - 45,African-American,0,0,0,3,1,F,Poss Pyrrolidinovalerophenone,6
Male,56,Greater than 45,African-American,0,0,0,0,1,M,Tresspass in Structure or Conveyance,4
Male,25,25 - 45,African-American,0,0,0,28,53,M,Assault,9
Male,25,25 - 45,African-American,1,0,0,2,1,F,Possession of Cocaine,9
Female,42,25 - 45,Caucasian,0,0,0,1,1,F,Fail To Redeliv Hire/Leas Prop,3
Male,34,25 - 45,African-American,0,2,0,9,80,M,Susp Drivers Lic 1st Offense,10
Male,48,Greater than 45,African-American,0,0,0,4,1,F,Grand Theft in the 3rd Degree,6
Male,34,25 - 45,African-American,1,0,0,21,1,M,Battery,10
Male,28,25 - 45,Caucasian,0,0,0,0,1,F,Traffick Oxycodone     4g><14g,2
Male,32,25 - 45,Caucasian,0,0,0,1,1,F,Burglary Structure Unoccup,3
Female,31,25 - 45,Caucasian,0,0,0,2,1,F,Grand Theft (Motor Vehicle),1
Female,24,Less than 25,African-American,0,0,0,4,1,F,Possession of Cocaine,9
Female,25,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Hydromorphone,4
Female,32,25 - 45,Caucasian,0,0,1,4,1,F,Resist Officer w/Violence,2
Male,37,25 - 45,African-American,0,0,0,20,0,F,Driving While License Revoked,9
Male,24,Less than 25,African-American,0,0,0,1,1,F,Battery on Law Enforc Officer,3
Male,48,Greater than 45,African-American,0,0,0,0,1,M,Felony Battery (Dom Strang),1
Male,25,25 - 45,African-American,1,2,0,9,20,F,arrest case no charge,9
Male,35,25 - 45,African-American,0,0,0,1,0,F,Possession of Cocaine,2
Male,21,Less than 25,African-American,0,0,0,1,1,F,Attempted Burg/Convey/Unocc,4
Female,21,Less than 25,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,10
Female,27,25 - 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,2
Male,22,Less than 25,African-American,0,0,0,0,1,F,Att Burgl Unoccupied Dwel,2
Male,28,25 - 45,African-American,0,0,0,4,1,F,Pos Cannabis W/Intent Sel/Del,5
Male,26,25 - 45,African-American,0,0,0,0,1,M,Operating W/O Valid License,2
Male,23,Less than 25,Other,0,0,0,0,1,M,Felony Battery (Dom Strang),2
Male,34,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Oxycodone,2
Male,22,Less than 25,African-American,0,0,0,3,1,F,Agg Assault W/int Com Fel Dome,9
Male,30,25 - 45,Other,0,0,0,5,1,F,False Imprisonment,5
Male,44,25 - 45,Caucasian,0,0,0,5,0,F,arrest case no charge,2
Male,57,Greater than 45,Caucasian,0,0,0,1,1,F,Aggravated Assault w/Firearm,2
Male,22,Less than 25,African-American,0,0,1,0,1,F,Criminal Mischief,8
Male,34,25 - 45,African-American,0,0,0,0,1,F,Possession of Cannabis,3
Male,24,Less than 25,African-American,0,0,0,7,1,F,Aggravated Battery / Pregnant,8
Male,20,Less than 25,Caucasian,0,0,0,0,1,F,Possession of Cocaine,4
Male,35,25 - 45,Caucasian,0,0,0,2,50,F,Possession Of Heroin,9
Male,53,Greater than 45,Hispanic,0,0,0,1,8,M,Petit Theft,1
Male,60,Greater than 45,African-American,0,0,0,13,13,F,Possession Of Heroin,3
Female,22,Less than 25,African-American,0,0,0,2,1,F,Agg Battery Grt/Bod/Harm,5
Male,43,25 - 45,Hispanic,0,0,0,0,1,M,Battery,1
Male,72,Greater than 45,Caucasian,0,0,0,7,2,F,Robbery Sudd Snatch No Weapon,4
Male,33,25 - 45,African-American,0,0,0,3,1,F,Possession of Cocaine,5
Male,24,Less than 25,African-American,0,0,0,1,2,F,Burglary Structure Unoccup,4
Male,60,Greater than 45,African-American,0,0,0,0,1,F,Att Burgl Struc/Conv Dwel/Occp,1
Male,24,Less than 25,Caucasian,0,0,0,3,1,F,Aggravated Battery / Pregnant,5
Male,43,25 - 45,Other,0,0,0,2,1,M,Driving License Suspended,2
Male,30,25 - 45,African-American,0,0,0,1,5,M,Battery,4
Female,43,25 - 45,Caucasian,0,0,0,0,1,M,Battery,6
Male,48,Greater than 45,Hispanic,0,0,0,1,9,M,Battery,1
Male,54,Greater than 45,Other,0,0,0,0,1,M,Battery,1
Male,45,Greater than 45,African-American,0,0,0,1,1,M,Battery,1
Male,36,25 - 45,Other,0,0,0,0,1,F,Driving While License Revoked,4
Male,31,25 - 45,Caucasian,0,0,0,1,1,M,Driving Under The Influence,1
Male,40,25 - 45,African-American,0,0,0,0,1,M,Battery,1
Male,50,Greater than 45,Caucasian,0,0,0,1,4,F,arrest case no charge,1
Female,26,25 - 45,Other,0,0,0,1,1349,M,arrest case no charge,6
Male,41,25 - 45,African-American,0,0,0,7,0,F,arrest case no charge,4
Male,34,25 - 45,Caucasian,0,0,1,5,2,F,"Poss3,4 Methylenedioxymethcath",6
Female,28,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,6
Male,30,25 - 45,African-American,0,0,0,1,48,F,Murder in 2nd Degree,1
Male,23,Less than 25,Caucasian,0,0,2,2,0,F,Neglect Child / No Bodily Harm,9
Female,37,25 - 45,Hispanic,0,0,0,0,2,M,Battery,1
Male,35,25 - 45,Hispanic,0,0,0,5,2,M,Reckless Driving,2
Male,21,Less than 25,Caucasian,0,0,1,1,1,F,Burglary Conveyance Unoccup,6
Male,45,Greater than 45,African-American,0,0,0,1,70,F,arrest case no charge,9
Female,22,Less than 25,African-American,0,1,0,2,1,M,Battery,8
Male,29,25 - 45,African-American,0,0,0,6,1,F,Possession of Cocaine,8
Female,30,25 - 45,African-American,0,0,0,0,2,M,Battery,2
Male,45,Greater than 45,Caucasian,0,0,0,3,1,M,Battery,3
Female,24,Less than 25,African-American,0,0,0,2,1,F,Forging Bank Bills/Promis Note,4
Male,31,25 - 45,Caucasian,0,0,0,4,0,F,Felony Battery w/Prior Convict,8
Male,56,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Female,44,25 - 45,Hispanic,0,0,0,4,86,F,Battery on Law Enforc Officer,3
Male,24,Less than 25,African-American,0,4,0,14,1,F,Grand Theft (Motor Vehicle),10
Male,38,25 - 45,African-American,0,0,0,11,1,F,Felony Batt(Great Bodily Harm),6
Male,51,Greater than 45,African-American,0,0,0,22,1,F,arrest case no charge,9
Male,22,Less than 25,Caucasian,0,0,0,0,1,F,Agg Battery Grt/Bod/Harm,3
Male,28,25 - 45,African-American,0,0,0,5,1,M,arrest case no charge,8
Male,47,Greater than 45,African-American,0,0,1,19,1,F,Possession of Cocaine,8
Male,51,Greater than 45,African-American,0,0,0,0,1,M,Viol Injunct Domestic Violence,4
Male,25,25 - 45,Caucasian,0,0,0,1,0,M,Battery,3
Male,53,Greater than 45,Hispanic,0,0,0,1,1,F,Driving While License Revoked,1
Male,30,25 - 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,33,25 - 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,6
Male,35,25 - 45,African-American,0,0,0,5,1,F,Aggrav Stalking After Injunctn,4
Female,33,25 - 45,African-American,0,0,0,0,1,F,Neglect Child / No Bodily Harm,2
Male,65,Greater than 45,African-American,0,0,0,11,2231,F,Possession of Cocaine,10
Male,59,Greater than 45,Other,0,0,0,1,25,M,Battery,1
Female,37,25 - 45,African-American,0,0,0,4,1,M,arrest case no charge,5
Female,33,25 - 45,Caucasian,0,0,0,1,1,F,arrest case no charge,7
Male,27,25 - 45,African-American,0,0,0,2,1,F,arrest case no charge,7
Female,29,25 - 45,African-American,0,0,0,9,1,F,Poss Anti-Shoplifting Device,7
Male,26,25 - 45,Native American,0,0,0,11,150,F,Possession of Cocaine,8
Male,24,Less than 25,African-American,0,0,3,3,1,F,Aggravated Assault W/Dead Weap,10
Male,43,25 - 45,African-American,0,0,0,5,1,F,Poss Wep Conv Felon,9
Male,37,25 - 45,African-American,0,0,0,11,1,M,Battery,7
Male,53,Greater than 45,African-American,0,0,0,13,1,F,Poss of Cocaine W/I/D/S 1000FT Park,7
Male,43,25 - 45,African-American,0,0,0,4,39,F,arrest case no charge,1
Male,26,25 - 45,African-American,0,0,0,4,0,F,"Poss3,4 Methylenedioxymethcath",8
