sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
1.0,30,0.0,2.0,0,0,0,0,0.0,1.0,106.0,0
1.0,33,0.0,0.0,0,0,0,4,9.0,0.0,436.0,0
1.0,38,0.0,3.0,0,0,0,0,0.0,1.0,44.0,0
1.0,26,0.0,0.0,0,0,0,1,0.0,1.0,139.0,0
1.0,52,1.0,3.0,0,0,0,5,1.0,0.0,9.0,0
0.0,22,2.0,2.0,0,0,0,2,1.0,1.0,194.0,1
1.0,50,1.0,2.0,0,0,0,0,1.0,0.0,71.0,0
1.0,37,0.0,0.0,0,0,0,4,1.0,0.0,21.0,0
1.0,58,1.0,2.0,0,0,0,1,1.0,0.0,14.0,0
1.0,34,0.0,2.0,0,0,0,3,1.0,1.0,44.0,0
1.0,32,0.0,2.0,0,0,0,1,0.0,0.0,250.0,0
1.0,29,0.0,0.0,0,0,0,0,1.0,1.0,106.0,0
1.0,27,0.0,0.0,0,0,0,0,0.0,1.0,44.0,0
1.0,39,0.0,2.0,0,0,0,5,21.0,0.0,65.0,0
1.0,24,2.0,0.0,0,0,0,0,1.0,0.0,50.0,0
1.0,38,0.0,0.0,1,0,0,8,2.0,1.0,135.0,1
1.0,52,1.0,2.0,0,0,0,7,23.0,0.0,341.0,0
1.0,56,1.0,0.0,0,0,0,3,27.0,1.0,44.0,0
1.0,46,1.0,2.0,0,0,0,7,0.0,0.0,188.0,1
1.0,38,0.0,2.0,0,0,0,5,11.0,0.0,42.0,0
1.0,47,1.0,2.0,0,0,0,3,0.0,1.0,247.0,1
1.0,32,0.0,2.0,0,0,0,0,7.0,0.0,61.0,0
1.0,34,0.0,0.0,0,1,0,27,1.0,1.0,44.0,1
1.0,42,0.0,0.0,0,0,0,5,1.0,0.0,172.0,1
0.0,35,0.0,0.0,0,0,0,0,1.0,1.0,51.0,0
1.0,20,2.0,2.0,0,0,0,0,1.0,0.0,194.0,1
0.0,32,0.0,2.0,0,0,0,2,1.0,0.0,318.0,1
1.0,21,2.0,2.0,0,0,1,0,1.0,1.0,287.0,1
1.0,24,2.0,0.0,0,0,0,0,0.0,1.0,140.0,0
1.0,24,2.0,0.0,0,0,0,1,1.0,1.0,333.0,1
1.0,55,1.0,3.0,0,0,0,2,32.0,0.0,395.0,0
1.0,26,0.0,0.0,0,0,0,0,1.0,1.0,287.0,0
1.0,52,1.0,2.0,0,0,0,8,0.0,0.0,436.0,0
1.0,27,0.0,0.0,0,0,0,1,1.0,1.0,44.0,0
0.0,27,0.0,2.0,0,0,0,0,0.0,1.0,44.0,1
1.0,56,1.0,2.0,0,0,0,0,1.0,0.0,344.0,0
1.0,52,1.0,2.0,0,0,0,16,5.0,0.0,321.0,1
1.0,37,0.0,0.0,0,0,0,3,1.0,0.0,25.0,0
1.0,45,1.0,0.0,0,0,0,0,6.0,1.0,203.0,0
1.0,23,2.0,0.0,0,0,0,1,39.0,1.0,44.0,0
0.0,36,0.0,2.0,0,0,0,3,27.0,0.0,436.0,1
0.0,29,0.0,0.0,0,0,0,0,3.0,0.0,194.0,0
1.0,21,2.0,3.0,0,0,0,0,5.0,0.0,436.0,0
1.0,20,2.0,5.0,0,2,1,3,1.0,1.0,44.0,0
1.0,69,1.0,0.0,0,0,0,3,249.0,0.0,436.0,1
1.0,27,0.0,0.0,0,1,0,11,1.0,0.0,172.0,1
1.0,28,0.0,0.0,1,0,1,11,1.0,0.0,318.0,1
1.0,38,0.0,0.0,0,0,0,4,1.0,1.0,379.0,0
1.0,30,0.0,5.0,0,0,0,0,1.0,0.0,171.0,0
0.0,19,2.0,0.0,0,0,0,1,1.0,0.0,65.0,1
0.0,37,0.0,2.0,0,0,0,1,1.0,0.0,311.0,0
1.0,34,0.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,37,0.0,2.0,0,0,0,7,1.0,0.0,177.0,1
1.0,21,2.0,0.0,0,0,1,1,1.0,0.0,334.0,1
1.0,21,2.0,0.0,0,0,0,0,1.0,0.0,347.0,1
0.0,38,0.0,2.0,0,0,0,3,1.0,0.0,436.0,0
1.0,47,1.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,56,1.0,2.0,0,0,0,3,1.0,0.0,51.0,0
1.0,27,0.0,0.0,0,0,0,2,1.0,0.0,382.0,1
1.0,23,2.0,0.0,0,0,0,0,1.0,1.0,140.0,1
1.0,57,1.0,2.0,0,0,0,0,2.0,0.0,171.0,0
1.0,25,0.0,0.0,0,1,0,9,6.0,0.0,436.0,1
0.0,23,2.0,0.0,0,0,0,2,20.0,0.0,50.0,1
1.0,32,0.0,0.0,0,0,0,8,1.0,0.0,436.0,1
0.0,36,0.0,0.0,0,0,0,2,2.0,1.0,431.0,1
1.0,41,0.0,0.0,0,0,0,5,388.0,1.0,139.0,1
1.0,31,0.0,3.0,0,0,0,2,69.0,0.0,15.0,0
0.0,39,0.0,5.0,0,0,0,0,1.0,0.0,194.0,0
1.0,21,2.0,0.0,0,0,0,1,1.0,0.0,436.0,1
1.0,43,0.0,2.0,0,0,0,8,292.0,0.0,41.0,0
1.0,31,0.0,0.0,0,0,0,2,1.0,1.0,379.0,0
1.0,37,0.0,2.0,0,0,0,0,2.0,1.0,44.0,0
1.0,27,0.0,0.0,0,0,0,0,1.0,0.0,194.0,0
1.0,22,2.0,0.0,0,0,0,2,23.0,0.0,300.0,0
1.0,59,1.0,2.0,0,0,0,2,19.0,0.0,311.0,0
0.0,33,0.0,0.0,0,0,0,0,1.0,0.0,318.0,1
1.0,39,0.0,2.0,0,0,0,21,191.0,0.0,321.0,1
0.0,43,0.0,0.0,0,0,0,2,1.0,0.0,318.0,0
1.0,25,0.0,2.0,0,0,0,5,1.0,0.0,341.0,0
1.0,36,0.0,0.0,3,0,2,19,149.0,1.0,436.0,1
1.0,23,2.0,0.0,0,0,0,3,1.0,0.0,65.0,1
0.0,43,0.0,2.0,0,0,0,3,10.0,1.0,428.0,0
1.0,56,1.0,2.0,0,0,0,9,24.0,1.0,44.0,0
0.0,20,2.0,0.0,0,0,0,1,1.0,0.0,177.0,1
1.0,50,1.0,0.0,0,0,0,2,6.0,1.0,346.0,1
1.0,24,2.0,5.0,0,0,0,2,49.0,1.0,436.0,1
0.0,54,1.0,2.0,0,0,0,1,4.0,1.0,140.0,0
1.0,20,2.0,0.0,0,0,0,1,1.0,0.0,188.0,1
1.0,36,0.0,5.0,0,0,0,3,1.0,1.0,428.0,0
0.0,36,0.0,0.0,0,0,0,3,1.0,0.0,268.0,1
1.0,56,1.0,0.0,0,0,0,0,1.0,1.0,407.0,0
1.0,25,0.0,0.0,0,0,0,28,53.0,1.0,30.0,1
1.0,25,0.0,0.0,1,0,0,2,1.0,0.0,318.0,1
0.0,42,0.0,2.0,0,0,0,1,1.0,0.0,154.0,0
1.0,34,0.0,0.0,0,2,0,9,80.0,1.0,379.0,1
1.0,48,1.0,0.0,0,0,0,4,1.0,0.0,194.0,1
1.0,34,0.0,0.0,1,0,0,21,1.0,1.0,44.0,1
1.0,28,0.0,2.0,0,0,0,0,1.0,0.0,395.0,0
1.0,32,0.0,2.0,0,0,0,1,1.0,0.0,64.0,0
0.0,31,0.0,2.0,0,0,0,2,1.0,0.0,188.0,0
0.0,24,2.0,0.0,0,0,0,4,1.0,0.0,318.0,1
0.0,25,0.0,2.0,0,0,0,0,1.0,0.0,322.0,0
0.0,32,0.0,2.0,0,0,1,4,1.0,0.0,341.0,0
1.0,37,0.0,0.0,0,0,0,20,0.0,0.0,141.0,1
1.0,24,2.0,0.0,0,0,0,1,1.0,0.0,50.0,0
1.0,48,1.0,0.0,0,0,0,0,1.0,1.0,171.0,0
1.0,25,0.0,0.0,1,2,0,9,20.0,0.0,436.0,1
1.0,35,0.0,0.0,0,0,0,1,0.0,0.0,318.0,0
1.0,21,2.0,0.0,0,0,0,1,1.0,0.0,38.0,0
0.0,21,2.0,0.0,0,0,0,0,1.0,0.0,194.0,1
0.0,27,0.0,2.0,0,0,0,0,1.0,0.0,194.0,0
1.0,22,2.0,0.0,0,0,0,0,1.0,0.0,34.0,0
1.0,28,0.0,0.0,0,0,0,4,1.0,0.0,250.0,1
1.0,26,0.0,0.0,0,0,0,0,1.0,1.0,243.0,0
1.0,23,2.0,5.0,0,0,0,0,1.0,1.0,171.0,0
1.0,34,0.0,2.0,0,0,0,0,1.0,0.0,326.0,0
1.0,22,2.0,0.0,0,0,0,3,1.0,0.0,4.0,1
1.0,30,0.0,5.0,0,0,0,5,1.0,0.0,161.0,1
1.0,44,0.0,2.0,0,0,0,5,0.0,0.0,436.0,0
1.0,57,1.0,2.0,0,0,0,1,1.0,0.0,17.0,0
1.0,22,2.0,0.0,0,0,1,0,1.0,0.0,93.0,1
1.0,34,0.0,0.0,0,0,0,0,1.0,0.0,317.0,0
1.0,24,2.0,0.0,0,0,0,7,1.0,0.0,21.0,1
1.0,20,2.0,2.0,0,0,0,0,1.0,0.0,318.0,0
1.0,35,0.0,2.0,0,0,0,2,50.0,0.0,309.0,1
1.0,53,1.0,3.0,0,0,0,1,8.0,1.0,247.0,0
1.0,60,1.0,0.0,0,0,0,13,13.0,0.0,309.0,0
0.0,22,2.0,0.0,0,0,0,2,1.0,0.0,5.0,1
1.0,43,0.0,3.0,0,0,0,0,1.0,1.0,44.0,0
1.0,72,1.0,2.0,0,0,0,7,2.0,0.0,349.0,0
1.0,33,0.0,0.0,0,0,0,3,1.0,0.0,318.0,1
1.0,24,2.0,0.0,0,0,0,1,2.0,0.0,64.0,0
1.0,60,1.0,0.0,0,0,0,0,1.0,0.0,33.0,0
1.0,24,2.0,2.0,0,0,0,3,1.0,0.0,21.0,1
1.0,43,0.0,5.0,0,0,0,2,1.0,1.0,139.0,0
1.0,30,0.0,0.0,0,0,0,1,5.0,1.0,44.0,0
0.0,43,0.0,2.0,0,0,0,0,1.0,1.0,44.0,1
1.0,48,1.0,3.0,0,0,0,1,9.0,1.0,44.0,0
1.0,54,1.0,5.0,0,0,0,0,1.0,1.0,44.0,0
1.0,45,1.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,36,0.0,5.0,0,0,0,0,1.0,0.0,141.0,0
1.0,31,0.0,2.0,0,0,0,1,1.0,1.0,140.0,0
1.0,40,0.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,50,1.0,2.0,0,0,0,1,4.0,0.0,436.0,0
0.0,26,0.0,5.0,0,0,0,1,428.0,1.0,436.0,1
1.0,41,0.0,0.0,0,0,0,7,0.0,0.0,436.0,0
1.0,34,0.0,2.0,0,0,1,5,2.0,0.0,284.0,1
0.0,28,0.0,2.0,0,0,0,0,1.0,0.0,318.0,1
1.0,30,0.0,0.0,0,0,0,1,48.0,0.0,230.0,0
1.0,23,2.0,2.0,0,0,2,2,0.0,0.0,233.0,1
0.0,37,0.0,3.0,0,0,0,0,2.0,1.0,44.0,0
1.0,35,0.0,3.0,0,0,0,5,2.0,1.0,338.0,0
1.0,21,2.0,2.0,0,0,1,1,1.0,0.0,58.0,1
1.0,45,1.0,0.0,0,0,0,1,70.0,0.0,436.0,1
0.0,22,2.0,0.0,0,1,0,2,1.0,1.0,44.0,1
1.0,29,0.0,0.0,0,0,0,6,1.0,0.0,318.0,1
0.0,30,0.0,0.0,0,0,0,0,2.0,1.0,44.0,0
1.0,45,1.0,2.0,0,0,0,3,1.0,1.0,44.0,0
0.0,24,2.0,0.0,0,0,0,2,1.0,0.0,183.0,0
1.0,31,0.0,2.0,0,0,0,4,0.0,0.0,172.0,1
1.0,56,1.0,2.0,0,0,0,0,1.0,1.0,44.0,0
0.0,44,0.0,3.0,0,0,0,4,86.0,0.0,50.0,0
1.0,24,2.0,0.0,0,4,0,14,1.0,0.0,188.0,1
1.0,38,0.0,0.0,0,0,0,11,1.0,0.0,169.0,1
1.0,51,1.0,0.0,0,0,0,22,1.0,0.0,436.0,1
1.0,22,2.0,2.0,0,0,0,0,1.0,0.0,5.0,0
1.0,28,0.0,0.0,0,0,0,5,1.0,1.0,436.0,1
1.0,47,1.0,0.0,0,0,1,19,1.0,0.0,318.0,1
1.0,51,1.0,0.0,0,0,0,0,1.0,1.0,428.0,0
1.0,25,0.0,2.0,0,0,0,1,0.0,1.0,44.0,0
1.0,53,1.0,3.0,0,0,0,1,1.0,0.0,141.0,0
1.0,30,0.0,0.0,0,0,0,0,1.0,0.0,194.0,0
1.0,33,0.0,2.0,0,0,0,0,0.0,0.0,318.0,1
1.0,35,0.0,0.0,0,0,0,5,1.0,0.0,12.0,0
0.0,33,0.0,0.0,0,0,0,0,1.0,0.0,233.0,0
1.0,65,1.0,0.0,0,0,0,11,470.0,0.0,318.0,1
1.0,59,1.0,5.0,0,0,0,1,25.0,1.0,44.0,0
0.0,37,0.0,0.0,0,0,0,4,1.0,1.0,436.0,1
0.0,33,0.0,2.0,0,0,0,1,1.0,0.0,436.0,1
1.0,27,0.0,0.0,0,0,0,2,1.0,0.0,436.0,1
0.0,29,0.0,0.0,0,0,0,9,1.0,0.0,254.0,1
1.0,26,0.0,4.0,0,0,0,11,141.0,0.0,318.0,1
1.0,24,2.0,0.0,0,0,3,3,1.0,0.0,14.0,1
1.0,43,0.0,0.0,0,0,0,5,1.0,0.0,275.0,1
1.0,37,0.0,0.0,0,0,0,11,1.0,1.0,44.0,1
1.0,53,1.0,0.0,0,0,0,13,1.0,0.0,276.0,1
1.0,43,0.0,0.0,0,0,0,4,39.0,0.0,436.0,0
1.0,26,0.0,0.0,0,0,0,4,0.0,0.0,284.0,1
0.0,30,0.0,2.0,0,0,0,1,27.0,1.0,248.0,0
1.0,27,0.0,0.0,0,0,0,6,0.0,0.0,148.0,1
1.0,39,0.0,2.0,0,0,0,9,1.0,0.0,318.0,1
1.0,37,0.0,2.0,0,0,0,4,0.0,1.0,21.0,0
1.0,22,2.0,2.0,0,0,0,3,1.0,1.0,44.0,1
1.0,25,0.0,2.0,0,0,0,0,1.0,0.0,309.0,1
1.0,26,0.0,3.0,0,0,0,1,0.0,0.0,436.0,1
0.0,28,0.0,2.0,0,0,0,0,2.0,1.0,101.0,1
1.0,25,0.0,0.0,0,0,0,0,1.0,1.0,44.0,1
1.0,58,1.0,2.0,0,0,0,1,1.0,0.0,436.0,0
0.0,29,0.0,2.0,0,0,0,1,2.0,1.0,140.0,1
1.0,33,0.0,0.0,0,0,0,8,0.0,0.0,14.0,1
1.0,38,0.0,0.0,0,0,0,0,1.0,0.0,436.0,0
1.0,38,0.0,2.0,0,0,0,2,21.0,0.0,309.0,0
1.0,59,1.0,0.0,0,0,0,22,1.0,0.0,177.0,1
1.0,29,0.0,5.0,0,0,0,4,1.0,1.0,44.0,1
1.0,57,1.0,0.0,0,0,0,9,90.0,0.0,188.0,1
1.0,53,1.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,33,0.0,0.0,0,0,0,2,1.0,0.0,9.0,1
1.0,58,1.0,2.0,0,0,0,1,2.0,1.0,44.0,0
1.0,51,1.0,2.0,0,0,0,1,1.0,1.0,44.0,0
1.0,25,0.0,0.0,0,0,2,11,308.0,0.0,181.0,1
1.0,53,1.0,2.0,0,0,0,2,1.0,0.0,152.0,0
1.0,32,0.0,2.0,0,0,0,0,1.0,1.0,247.0,1
1.0,35,0.0,0.0,0,0,0,6,1.0,0.0,426.0,1
1.0,39,0.0,2.0,0,0,0,1,1.0,0.0,436.0,0
1.0,36,0.0,3.0,0,0,0,1,14.0,1.0,147.0,1
0.0,42,0.0,2.0,0,0,0,5,1.0,1.0,436.0,0
1.0,37,0.0,0.0,0,0,0,0,1.0,1.0,406.0,0
1.0,39,0.0,2.0,0,0,0,0,1.0,0.0,181.0,0
0.0,52,1.0,2.0,0,0,0,3,25.0,1.0,140.0,0
1.0,60,1.0,5.0,0,0,0,1,1.0,1.0,44.0,0
1.0,37,0.0,3.0,0,0,0,2,1.0,1.0,21.0,0
1.0,42,0.0,2.0,0,0,0,4,1.0,0.0,58.0,0
1.0,44,0.0,3.0,0,0,0,0,,1.0,,0
1.0,23,2.0,0.0,0,0,0,6,0.0,0.0,318.0,1
0.0,42,0.0,0.0,0,0,0,0,1.0,1.0,105.0,0
0.0,28,0.0,2.0,0,0,0,2,36.0,0.0,436.0,0
1.0,28,0.0,0.0,0,0,0,5,1.0,0.0,318.0,0
1.0,38,0.0,2.0,0,0,0,12,1.0,0.0,196.0,1
0.0,43,0.0,0.0,0,0,0,2,1.0,0.0,194.0,0
1.0,42,0.0,0.0,0,0,0,0,1.0,0.0,171.0,1
0.0,25,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,32,0.0,0.0,0,0,0,7,0.0,0.0,188.0,1
1.0,21,2.0,0.0,0,0,0,0,1.0,0.0,341.0,1
0.0,35,0.0,2.0,0,0,0,1,30.0,1.0,44.0,1
1.0,37,0.0,2.0,0,0,0,0,1.0,0.0,58.0,1
0.0,33,0.0,0.0,0,0,0,2,0.0,0.0,158.0,0
0.0,51,1.0,2.0,0,0,0,4,11.0,0.0,436.0,0
1.0,39,0.0,2.0,0,0,0,3,1.0,0.0,322.0,0
1.0,35,0.0,3.0,0,0,0,5,1.0,1.0,430.0,1
1.0,40,0.0,0.0,0,0,0,3,1.0,0.0,171.0,1
1.0,32,0.0,0.0,0,0,0,17,0.0,0.0,318.0,1
1.0,18,2.0,2.0,5,0,0,4,32.0,0.0,58.0,1
1.0,32,0.0,2.0,0,0,0,3,1.0,0.0,284.0,1
1.0,37,0.0,5.0,0,0,0,0,1.0,1.0,44.0,0
1.0,32,0.0,0.0,0,0,0,10,1.0,0.0,176.0,1
1.0,47,1.0,2.0,0,0,0,5,0.0,1.0,428.0,0
0.0,23,2.0,2.0,0,0,0,0,1.0,1.0,264.0,1
1.0,63,1.0,2.0,0,0,0,10,0.0,0.0,85.0,0
1.0,38,0.0,0.0,0,1,0,16,1.0,0.0,276.0,1
1.0,32,0.0,0.0,0,0,0,6,1.0,1.0,44.0,1
1.0,31,0.0,0.0,0,0,0,4,1.0,0.0,383.0,1
1.0,23,2.0,0.0,0,0,0,0,1.0,0.0,121.0,0
1.0,38,0.0,3.0,0,0,0,1,1.0,1.0,243.0,1
0.0,47,1.0,2.0,0,0,0,0,3.0,1.0,44.0,0
1.0,33,0.0,2.0,0,0,0,1,1.0,0.0,436.0,1
1.0,22,2.0,2.0,0,0,0,1,11.0,0.0,188.0,0
1.0,26,0.0,2.0,0,0,0,1,164.0,1.0,428.0,0
1.0,40,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,36,0.0,0.0,10,0,0,14,1.0,0.0,58.0,1
0.0,65,1.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,44,0.0,2.0,0,0,0,4,200.0,1.0,44.0,1
0.0,22,2.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,34,0.0,3.0,0,0,0,0,0.0,1.0,105.0,0
0.0,38,0.0,3.0,0,0,0,0,2.0,0.0,176.0,0
0.0,26,0.0,2.0,0,0,0,4,2.0,0.0,300.0,0
1.0,20,2.0,3.0,0,0,0,0,1.0,1.0,44.0,0
1.0,49,1.0,3.0,0,0,0,0,3.0,0.0,341.0,0
1.0,56,1.0,0.0,0,0,0,7,155.0,0.0,188.0,0
1.0,52,1.0,2.0,0,0,0,2,0.0,0.0,194.0,1
1.0,25,0.0,5.0,0,0,0,2,1.0,1.0,44.0,0
1.0,34,0.0,0.0,0,0,0,5,1.0,0.0,4.0,0
1.0,33,0.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,21,2.0,0.0,0,1,2,1,1.0,0.0,71.0,1
1.0,46,1.0,0.0,0,0,0,9,1.0,0.0,250.0,0
1.0,22,2.0,0.0,0,0,0,2,104.0,1.0,44.0,1
1.0,57,1.0,2.0,0,0,0,1,1.0,1.0,106.0,0
1.0,22,2.0,0.0,0,0,1,2,0.0,0.0,318.0,0
0.0,48,1.0,2.0,0,0,0,1,1.0,1.0,140.0,0
1.0,40,0.0,0.0,0,0,0,21,1.0,0.0,170.0,1
0.0,30,0.0,0.0,0,0,0,1,1.0,0.0,436.0,0
1.0,21,2.0,2.0,0,1,0,4,1.0,1.0,44.0,1
0.0,39,0.0,0.0,0,2,0,22,1.0,0.0,318.0,1
1.0,27,0.0,2.0,0,0,0,13,89.0,0.0,436.0,1
0.0,33,0.0,2.0,0,0,0,0,1.0,1.0,287.0,1
1.0,24,2.0,0.0,0,0,0,0,2.0,0.0,15.0,0
1.0,43,0.0,0.0,0,0,0,0,1.0,0.0,83.0,0
0.0,45,1.0,2.0,0,0,0,0,0.0,1.0,44.0,0
1.0,51,1.0,0.0,0,0,0,3,18.0,0.0,109.0,0
0.0,35,0.0,0.0,0,0,0,2,95.0,0.0,268.0,0
1.0,31,0.0,0.0,0,0,0,9,1.0,1.0,44.0,1
1.0,27,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,32,0.0,0.0,0,0,0,1,1.0,0.0,436.0,0
1.0,49,1.0,2.0,0,0,0,0,3.0,1.0,106.0,0
1.0,29,0.0,0.0,0,0,0,2,1.0,0.0,194.0,0
1.0,23,2.0,0.0,0,1,0,2,1.0,0.0,21.0,1
1.0,30,0.0,1.0,0,0,0,6,1.0,1.0,44.0,0
1.0,55,1.0,0.0,0,0,0,12,70.0,0.0,318.0,1
1.0,30,0.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,34,0.0,0.0,0,0,0,13,1.0,0.0,300.0,0
1.0,56,1.0,2.0,0,0,0,2,39.0,0.0,376.0,0
1.0,33,0.0,0.0,0,0,0,4,1.0,0.0,176.0,1
1.0,28,0.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,29,0.0,0.0,0,0,0,1,1.0,0.0,376.0,1
1.0,38,0.0,2.0,0,0,0,0,1.0,1.0,104.0,0
1.0,37,0.0,2.0,0,0,0,0,1.0,0.0,171.0,0
0.0,33,0.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,30,0.0,3.0,0,0,0,0,0.0,0.0,5.0,0
1.0,51,1.0,0.0,1,0,1,19,1.0,0.0,177.0,1
1.0,65,1.0,0.0,0,0,0,7,1.0,1.0,287.0,1
0.0,32,0.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,38,0.0,2.0,0,0,0,5,3.0,0.0,194.0,1
1.0,35,0.0,0.0,0,0,0,1,1.0,0.0,257.0,0
1.0,57,1.0,2.0,0,0,0,1,26.0,0.0,9.0,0
1.0,26,0.0,2.0,0,0,0,1,1.0,0.0,436.0,0
0.0,23,2.0,3.0,0,3,1,7,180.0,1.0,44.0,1
0.0,36,0.0,0.0,2,0,0,4,1.0,1.0,44.0,1
0.0,33,0.0,3.0,0,0,0,2,10.0,0.0,253.0,0
1.0,35,0.0,2.0,0,0,0,3,1.0,0.0,318.0,1
1.0,33,0.0,0.0,0,0,0,0,1.0,0.0,188.0,0
1.0,47,1.0,2.0,0,0,0,0,0.0,1.0,44.0,0
0.0,53,1.0,3.0,0,0,0,0,1.0,1.0,44.0,0
1.0,31,0.0,5.0,0,0,0,6,349.0,0.0,250.0,1
1.0,35,0.0,2.0,0,0,0,1,16.0,1.0,30.0,0
0.0,36,0.0,0.0,0,0,0,1,1.0,0.0,318.0,0
0.0,25,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,52,1.0,3.0,0,0,0,10,1.0,0.0,172.0,1
1.0,23,2.0,3.0,0,0,0,3,238.0,1.0,44.0,1
1.0,34,0.0,0.0,0,0,0,7,108.0,1.0,247.0,0
1.0,51,1.0,2.0,0,0,0,6,0.0,0.0,318.0,0
1.0,24,2.0,0.0,0,0,4,8,1.0,0.0,188.0,1
1.0,32,0.0,2.0,0,0,0,0,1.0,0.0,296.0,0
1.0,43,0.0,0.0,0,0,0,8,1.0,0.0,177.0,1
1.0,45,1.0,0.0,1,0,1,20,0.0,1.0,436.0,1
1.0,42,0.0,0.0,0,0,0,10,17.0,1.0,139.0,1
1.0,22,2.0,0.0,0,0,0,1,1.0,0.0,194.0,1
1.0,49,1.0,0.0,0,0,0,4,26.0,0.0,318.0,0
1.0,42,0.0,0.0,0,0,0,0,4.0,0.0,309.0,0
1.0,40,0.0,2.0,0,0,0,0,1.0,1.0,247.0,1
1.0,25,0.0,0.0,0,1,0,2,1.0,0.0,15.0,1
1.0,25,0.0,2.0,0,0,0,0,2.0,1.0,428.0,1
1.0,23,2.0,0.0,0,0,0,0,1.0,0.0,171.0,1
1.0,21,2.0,2.0,0,0,0,2,1.0,0.0,176.0,1
1.0,31,0.0,2.0,0,0,0,3,0.0,1.0,44.0,1
0.0,28,0.0,0.0,0,0,0,0,0.0,1.0,44.0,0
1.0,24,2.0,0.0,0,0,0,11,1.0,0.0,194.0,1
1.0,45,1.0,2.0,0,0,0,0,0.0,0.0,34.0,0
1.0,23,2.0,0.0,0,0,0,2,1.0,1.0,44.0,0
1.0,39,0.0,0.0,0,0,0,7,1.0,0.0,21.0,1
1.0,25,0.0,2.0,0,0,0,2,63.0,0.0,55.0,0
1.0,24,2.0,0.0,0,1,0,1,1.0,0.0,194.0,0
1.0,46,1.0,2.0,0,0,0,1,1.0,0.0,436.0,0
1.0,47,1.0,2.0,0,0,0,3,1.0,0.0,341.0,0
1.0,54,1.0,2.0,0,0,0,2,101.0,1.0,210.0,0
1.0,22,2.0,0.0,0,0,1,1,1.0,1.0,287.0,0
0.0,34,0.0,2.0,0,0,0,0,2.0,1.0,44.0,0
1.0,33,0.0,2.0,0,0,0,0,0.0,1.0,140.0,0
1.0,27,0.0,2.0,0,0,0,1,141.0,1.0,259.0,1
1.0,29,0.0,0.0,0,0,1,16,1.0,0.0,181.0,1
1.0,34,0.0,3.0,0,0,0,3,6.0,1.0,44.0,0
1.0,32,0.0,0.0,0,0,0,1,113.0,0.0,141.0,1
1.0,29,0.0,0.0,0,0,0,0,0.0,1.0,44.0,1
0.0,25,0.0,2.0,0,0,0,2,1.0,1.0,413.0,0
1.0,34,0.0,2.0,0,0,0,16,1.0,0.0,171.0,1
0.0,55,1.0,0.0,0,0,0,1,1.0,0.0,250.0,0
1.0,27,0.0,0.0,0,0,0,0,1.0,0.0,21.0,0
1.0,26,0.0,0.0,0,0,0,0,1.0,1.0,436.0,0
1.0,39,0.0,0.0,2,2,1,19,1.0,0.0,141.0,1
1.0,24,2.0,0.0,0,0,0,1,0.0,0.0,319.0,1
1.0,29,0.0,2.0,0,0,0,0,0.0,1.0,44.0,0
0.0,31,0.0,2.0,0,0,0,3,138.0,0.0,318.0,1
1.0,50,1.0,0.0,0,0,0,13,0.0,0.0,194.0,0
1.0,25,0.0,3.0,0,0,0,2,1.0,0.0,194.0,1
1.0,31,0.0,0.0,0,0,0,4,12.0,0.0,436.0,1
1.0,31,0.0,5.0,0,0,0,0,1.0,1.0,44.0,0
1.0,26,0.0,2.0,1,0,0,2,1.0,0.0,317.0,1
1.0,54,1.0,2.0,0,0,0,2,0.0,0.0,436.0,0
1.0,33,0.0,0.0,0,0,0,14,1.0,0.0,318.0,1
1.0,22,2.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,35,0.0,0.0,0,1,0,8,0.0,0.0,141.0,1
0.0,30,0.0,5.0,0,0,0,4,1.0,0.0,436.0,1
1.0,25,0.0,0.0,0,0,0,0,1.0,0.0,176.0,0
1.0,25,0.0,0.0,0,0,0,0,1.0,0.0,116.0,1
1.0,44,0.0,0.0,0,0,0,0,1.0,0.0,311.0,0
0.0,29,0.0,2.0,0,0,0,2,1.0,0.0,426.0,1
1.0,46,1.0,2.0,0,0,0,2,23.0,0.0,436.0,0
1.0,53,1.0,2.0,0,0,0,0,0.0,1.0,44.0,0
1.0,24,2.0,0.0,0,0,0,2,1.0,0.0,141.0,1
