sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Male,25 - 45,Hispanic,0,0,1,9,0.0,F,Battery on Law Enforc Officer,1
Male,25 - 45,Caucasian,1,0,0,9,1.0,F,arrest case no charge,2
Male,25 - 45,Caucasian,0,0,1,8,54.0,M,Susp Drivers Lic 1st Offense,2
Male,Less than 25,African-American,1,0,0,7,1.0,F,Fleeing Or Attmp Eluding A Leo,2
Male,Less than 25,Other,0,0,0,0,1.0,F,False Imprisonment,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Hydromorphone,0
Male,25 - 45,African-American,0,0,0,7,19.0,F,Poss Cocaine/Intent To Del/Sel,1
Female,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,1,1.0,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,0,0,0,3,365.0,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,Hispanic,0,0,0,3,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,3,1.0,F,arrest case no charge,1
Male,25 - 45,African-American,1,0,0,26,1.0,F,Poss Cocaine/Intent To Del/Sel,2
Female,25 - 45,Other,0,0,0,0,1.0,M,Viol Injunct Domestic Violence,0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,0
Male,Less than 25,African-American,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Greater than 45,African-American,0,0,0,11,1.0,F,arrest case no charge,2
Male,Greater than 45,Caucasian,0,0,0,13,1.0,F,Felony Driving While Lic Suspd,0
Male,25 - 45,African-American,0,4,4,9,1.0,F,Poss Pyrrolidinovalerophenone W/I/D/S,1
Female,25 - 45,Caucasian,0,0,0,1,2.0,F,Possession of Cocaine,0
Male,25 - 45,Other,0,0,0,1,1.0,M,Driving License Suspended,0
Male,Less than 25,Other,0,0,0,0,1.0,M,Battery,2
Male,Greater than 45,African-American,1,0,0,8,0.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,5,0.0,F,Battery on Law Enforc Officer,1
Male,Greater than 45,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Hispanic,0,0,0,1,400.0,F,arrest case no charge,0
Male,Greater than 45,African-American,0,0,0,0,,M,,0
Male,25 - 45,Caucasian,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,0,0,3,2,0.0,F,Carrying Concealed Firearm,0
Male,Less than 25,African-American,1,0,0,1,1.0,F,arrest case no charge,1
Female,25 - 45,African-American,0,2,0,10,3.0,F,Uttering a Forged Instrument,2
Male,Less than 25,Caucasian,0,0,0,8,0.0,F,arrest case no charge,2
Female,25 - 45,Caucasian,0,0,0,2,1.0,F,Tampering With Physical Evidence,2
Male,25 - 45,African-American,0,0,0,0,2.0,M,Operating W/O Valid License,1
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cannabis,0
Male,25 - 45,Hispanic,0,0,0,0,3.0,F,Driving While License Revoked,0
Male,25 - 45,Hispanic,0,0,0,3,995.0,M,Driving License Suspended,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,4,0.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Felony Battery (Dom Strang),0
Male,Greater than 45,Caucasian,0,0,0,2,1.0,F,Solicit To Deliver Cocaine,0
Female,Greater than 45,Caucasian,0,0,0,10,1.0,F,Possession of Cocaine,1
Male,Less than 25,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Female,Less than 25,African-American,0,0,0,1,2.0,F,Poss Pyrrolidinovalerophenone,1
Male,25 - 45,African-American,0,0,0,0,1.0,F,Poss/Sell/Del Cocaine 1000FT Sch,2
Male,Less than 25,African-American,0,0,0,1,1.0,F,Poss Cocaine/Intent To Del/Sel,1
Male,25 - 45,African-American,0,0,0,27,1.0,F,Grand Theft in the 3rd Degree,2
Male,Greater than 45,African-American,0,0,0,10,215.0,F,Deliver Cocaine,2
Male,25 - 45,Hispanic,0,0,0,1,24.0,M,DUI Level 0.15 Or Minor In Veh,0
Male,Less than 25,Caucasian,0,0,0,2,1.0,F,Burglary Conveyance Unoccup,1
Male,25 - 45,African-American,0,1,1,8,1.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,0,0,1.0,F,Burglary Unoccupied Dwelling,2
Male,25 - 45,Caucasian,0,0,0,2,26.0,F,Poss Contr Subst W/o Prescript,0
Female,Greater than 45,Caucasian,0,0,0,0,2.0,M,DUI Property Damage/Injury,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Pos Methylenedioxymethcath W/I/D/S,1
Male,25 - 45,African-American,1,0,0,4,99.0,M,Battery,2
Male,25 - 45,African-American,0,0,0,0,1.0,F,Offn Against Intellectual Prop,0
Male,Less than 25,Caucasian,0,0,0,1,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,3,1.0,F,"Poss Of 1,4-Butanediol",1
Female,25 - 45,African-American,0,0,0,1,1.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,3,1.0,M,Viol Injunction Protect Dom Vi,0
Male,Greater than 45,Hispanic,0,0,0,9,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,0,2.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,Greater than 45,Caucasian,0,0,0,2,67.0,F,Abuse Without Great Harm,0
Male,Less than 25,African-American,2,1,1,3,23.0,F,Carrying Concealed Firearm,2
Male,Less than 25,Other,0,0,0,2,1.0,M,Resist/Obstruct W/O Violence,1
Male,Less than 25,African-American,0,0,1,3,1.0,F,Poss F/Arm Delinq,2
Male,Greater than 45,Caucasian,0,0,0,2,1.0,F,Possession of Cocaine,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggravated Assault W/Dead Weap,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Aggravated Assault W/Dead Weap,2
Male,25 - 45,African-American,0,0,0,5,643.0,F,arrest case no charge,2
Male,Greater than 45,Caucasian,0,0,0,1,497.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,"Poss3,4 Methylenedioxymethcath",2
Male,Less than 25,Other,0,0,0,0,1.0,M,Possess Drug Paraphernalia,0
Male,25 - 45,Caucasian,0,0,0,3,1.0,F,Tamper With Victim,1
Male,Less than 25,Hispanic,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,0,0.0,F,Driving While License Revoked,2
Male,25 - 45,Other,0,0,0,0,0.0,M,Resist Officer w/Violence,0
Male,Greater than 45,Caucasian,0,0,0,1,36.0,F,Poss/Sell/Deliver Clonazepam,0
Male,25 - 45,African-American,0,0,0,7,0.0,F,arrest case no charge,1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,11,0.0,F,Driving While License Revoked,1
Male,25 - 45,African-American,0,0,0,7,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,1,24.0,F,arrest case no charge,0
Female,25 - 45,African-American,0,0,0,15,1.0,M,Battery,2
Male,25 - 45,Caucasian,0,1,0,9,1.0,M,Driving License Suspended,0
Male,25 - 45,African-American,0,0,0,0,0.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,4,215.0,F,Possession of Cocaine,0
Male,25 - 45,Other,0,0,0,8,1.0,M,arrest case no charge,0
Female,25 - 45,Caucasian,0,0,0,0,1.0,M,Prostitution/Lewd Act Assignation,0
Male,25 - 45,Caucasian,0,0,0,5,1.0,F,Driving While License Revoked,1
Male,25 - 45,Caucasian,0,0,0,0,0.0,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,0,0,0,4,9.0,F,arrest case no charge,0
Male,25 - 45,Hispanic,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,1,0.0,M,Driving License Suspended,0
Male,Greater than 45,Hispanic,0,0,0,5,1.0,F,Aggrav Battery w/Deadly Weapon,0
Female,Less than 25,Caucasian,0,0,0,2,1.0,M,Grand Theft in the 3rd Degree,1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Carrying Concealed Firearm,0
Male,25 - 45,African-American,0,0,0,4,1.0,F,Aggravated Battery / Pregnant,0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,F,Aggravated Assault W/Dead Weap,0
Male,25 - 45,Caucasian,0,0,0,3,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,1,0.0,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,5,21.0,F,Burglary Unoccupied Dwelling,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Battery on Law Enforc Officer,0
Male,25 - 45,African-American,1,0,0,8,2.0,M,Disorderly Conduct,1
Male,Greater than 45,Caucasian,0,0,0,7,23.0,F,Resist Officer w/Violence,0
Male,Greater than 45,African-American,0,0,0,3,27.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,7,0.0,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,Caucasian,0,0,0,5,11.0,F,Attempted Robbery  Weapon,0
Male,Greater than 45,Caucasian,0,0,0,3,0.0,M,Petit Theft,1
Male,25 - 45,Caucasian,0,0,0,0,7.0,F,Burglary Dwelling Occupied,0
Male,25 - 45,African-American,0,1,0,27,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,5,1.0,F,Felony Battery w/Prior Convict,1
Female,25 - 45,African-American,0,0,0,0,1.0,M,Battery on a Person Over 65,0
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,2
Female,25 - 45,Caucasian,0,0,0,2,1.0,F,Possession of Cocaine,2
Male,Less than 25,Caucasian,0,0,1,0,1.0,M,Possess Cannabis/20 Grams Or Less,1
Male,Less than 25,African-American,0,0,0,0,0.0,M,Driving Under The Influence,0
Male,Less than 25,African-American,0,0,0,1,1.0,M,Prowling/Loitering,2
Male,Greater than 45,Hispanic,0,0,0,2,32.0,F,Traffick Oxycodone     4g><14g,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,Caucasian,0,0,0,8,0.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,1,1.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,0,0,0.0,M,Battery,1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Retail Theft $300 1st Offense,0
Male,Greater than 45,Caucasian,0,0,0,16,5.0,F,Possession of Hydrocodone,2
Male,25 - 45,African-American,0,0,0,3,1.0,F,Aiding Escape,0
Male,Greater than 45,African-American,0,0,0,0,6.0,M,Interfere W/Traf Cont Dev RR,0
Male,Less than 25,African-American,0,0,0,1,39.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,0,3,27.0,F,arrest case no charge,1
Female,25 - 45,African-American,0,0,0,0,3.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Hispanic,0,0,0,0,5.0,F,arrest case no charge,0
Male,Less than 25,Other,0,2,1,3,1.0,M,Battery,0
Male,Greater than 45,African-American,0,0,0,3,315.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,1,0,11,1.0,F,Felony Battery w/Prior Convict,2
Male,25 - 45,African-American,1,0,1,11,1.0,F,Possession of Cocaine,2
Male,25 - 45,African-American,0,0,0,4,1.0,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,Other,0,0,0,0,1.0,F,Felony Battery (Dom Strang),0
Female,Less than 25,African-American,0,0,0,1,1.0,F,Burglary Unoccupied Dwelling,2
Female,25 - 45,Caucasian,0,0,0,1,1.0,F,Possession Of Methamphetamine,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,7,1.0,F,Felony Petit Theft,2
Male,Less than 25,African-American,0,0,1,1,1.0,F,Purchase Cannabis,2
Male,Less than 25,African-American,0,0,0,0,1.0,F,Robbery / No Weapon,2
Female,25 - 45,Caucasian,0,0,0,3,1.0,F,arrest case no charge,0
Male,Greater than 45,African-American,0,0,0,1,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,3,1.0,F,Battery on a Person Over 65,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,Tamper With Witness/Victim/CI,1
Male,Less than 25,African-American,0,0,0,0,1.0,M,Driving Under The Influence,2
Male,Greater than 45,Caucasian,0,0,0,0,2.0,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,0,1,0,9,6.0,F,arrest case no charge,1
Female,Less than 25,African-American,0,0,0,2,20.0,F,Battery on Law Enforc Officer,2
Male,25 - 45,African-American,0,0,0,8,1.0,F,arrest case no charge,2
Female,25 - 45,African-American,0,0,0,2,2.0,M,Viol Prot Injunc Repeat Viol,1
Male,25 - 45,African-American,0,0,0,5,1006.0,M,Driving License Suspended,1
Male,25 - 45,Hispanic,0,0,0,2,69.0,F,Aggravated Assault W/dead Weap,0
Female,25 - 45,Other,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,8,435.0,F,Attempted Robbery  No Weapon,0
Male,25 - 45,African-American,0,0,0,2,1.0,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,Caucasian,0,0,0,0,2.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,0,0,0,2,23.0,F,Possession Of Alprazolam,0
Male,Greater than 45,Caucasian,0,0,0,2,19.0,F,Possession Of Methamphetamine,0
Female,25 - 45,African-American,0,0,0,0,1.0,F,Possession of Cocaine,2
Male,25 - 45,Caucasian,0,0,0,21,216.0,F,Possession of Hydrocodone,2
Female,25 - 45,African-American,0,0,0,2,1.0,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,0,0,0,5,1.0,F,Resist Officer w/Violence,0
Male,25 - 45,African-American,3,0,2,19,159.0,M,arrest case no charge,2
Male,Less than 25,African-American,0,0,0,3,1.0,F,Burglary Unoccupied Dwelling,1
Female,25 - 45,Caucasian,0,0,0,3,10.0,M,Viol Injunct Domestic Violence,0
Male,Greater than 45,Caucasian,0,0,0,9,24.0,M,Battery,0
Female,Less than 25,African-American,0,0,0,1,1.0,F,Felony Petit Theft,2
Male,Greater than 45,African-American,0,0,0,2,6.0,M,Ride Tri-Rail Without Paying,1
Male,Less than 25,Other,0,0,0,2,49.0,M,arrest case no charge,2
Female,Greater than 45,Caucasian,0,0,0,1,4.0,M,Driving Under The Influence,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Grand Theft (Motor Vehicle),2
Male,25 - 45,Other,0,0,0,3,1.0,M,Viol Injunct Domestic Violence,0
Female,25 - 45,African-American,0,0,0,3,1.0,F,Poss Pyrrolidinovalerophenone,1
Male,Greater than 45,African-American,0,0,0,0,1.0,M,Tresspass in Structure or Conveyance,0
Male,25 - 45,African-American,0,0,0,28,53.0,M,Assault,2
Male,25 - 45,African-American,1,0,0,2,1.0,F,Possession of Cocaine,2
Female,25 - 45,Caucasian,0,0,0,1,1.0,F,Fail To Redeliv Hire/Leas Prop,0
Male,25 - 45,African-American,0,2,0,9,80.0,M,Susp Drivers Lic 1st Offense,2
Male,Greater than 45,African-American,0,0,0,4,1.0,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,1,0,0,21,1.0,M,Battery,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Traffick Oxycodone     4g><14g,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,Burglary Structure Unoccup,0
Female,25 - 45,Caucasian,0,0,0,2,1.0,F,Grand Theft (Motor Vehicle),0
Female,Less than 25,African-American,0,0,0,4,1.0,F,Possession of Cocaine,2
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Hydromorphone,0
Female,25 - 45,Caucasian,0,0,1,4,1.0,F,Resist Officer w/Violence,0
Male,25 - 45,African-American,0,0,0,20,0.0,F,Driving While License Revoked,2
Male,Less than 25,African-American,0,0,0,1,1.0,F,Battery on Law Enforc Officer,0
Male,Greater than 45,African-American,0,0,0,0,1.0,M,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,1,2,0,9,20.0,F,arrest case no charge,2
Male,25 - 45,African-American,0,0,0,1,0.0,F,Possession of Cocaine,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Attempted Burg/Convey/Unocc,0
Female,Less than 25,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,2
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Att Burgl Unoccupied Dwel,0
Male,25 - 45,African-American,0,0,0,4,1.0,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,African-American,0,0,0,0,1.0,M,Operating W/O Valid License,0
Male,Less than 25,Other,0,0,0,0,1.0,M,Felony Battery (Dom Strang),0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Oxycodone,0
Male,Less than 25,African-American,0,0,0,3,1.0,F,Agg Assault W/int Com Fel Dome,2
Male,25 - 45,Other,0,0,0,5,1.0,F,False Imprisonment,1
Male,25 - 45,Caucasian,0,0,0,5,0.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,F,Aggravated Assault w/Firearm,0
Male,Less than 25,African-American,0,0,1,0,1.0,F,Criminal Mischief,2
Male,25 - 45,African-American,0,0,0,0,1.0,F,Possession of Cannabis,0
Male,Less than 25,African-American,0,0,0,7,1.0,F,Aggravated Battery / Pregnant,2
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,0,0,0,2,50.0,F,Possession Of Heroin,2
Male,Greater than 45,Hispanic,0,0,0,1,8.0,M,Petit Theft,0
Male,Greater than 45,African-American,0,0,0,13,13.0,F,Possession Of Heroin,0
Female,Less than 25,African-American,0,0,0,2,1.0,F,Agg Battery Grt/Bod/Harm,1
Male,25 - 45,Hispanic,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,7,2.0,F,Robbery Sudd Snatch No Weapon,0
Male,25 - 45,African-American,0,0,0,3,1.0,F,Possession of Cocaine,1
Male,Less than 25,African-American,0,0,0,1,2.0,F,Burglary Structure Unoccup,0
Male,Greater than 45,African-American,0,0,0,0,1.0,F,Att Burgl Struc/Conv Dwel/Occp,0
Male,Less than 25,Caucasian,0,0,0,3,1.0,F,Aggravated Battery / Pregnant,1
Male,25 - 45,Other,0,0,0,2,1.0,M,Driving License Suspended,0
Male,25 - 45,African-American,0,0,0,1,5.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,0,0,1.0,M,Battery,1
Male,Greater than 45,Hispanic,0,0,0,1,9.0,M,Battery,0
Male,Greater than 45,Other,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,African-American,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,Other,0,0,0,0,1.0,F,Driving While License Revoked,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,M,Driving Under The Influence,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,1,4.0,F,arrest case no charge,0
Female,25 - 45,Other,0,0,0,1,1349.0,M,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,7,0.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,1,5,2.0,F,"Poss3,4 Methylenedioxymethcath",1
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,1
Male,25 - 45,African-American,0,0,0,1,48.0,F,Murder in 2nd Degree,0
Male,Less than 25,Caucasian,0,0,2,2,0.0,F,Neglect Child / No Bodily Harm,2
Female,25 - 45,Hispanic,0,0,0,0,2.0,M,Battery,0
Male,25 - 45,Hispanic,0,0,0,5,2.0,M,Reckless Driving,0
Male,Less than 25,Caucasian,0,0,1,1,1.0,F,Burglary Conveyance Unoccup,1
Male,Greater than 45,African-American,0,0,0,1,70.0,F,arrest case no charge,2
Female,Less than 25,African-American,0,1,0,2,1.0,M,Battery,2
Male,25 - 45,African-American,0,0,0,6,1.0,F,Possession of Cocaine,2
Female,25 - 45,African-American,0,0,0,0,2.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,3,1.0,M,Battery,0
Female,Less than 25,African-American,0,0,0,2,1.0,F,Forging Bank Bills/Promis Note,0
Male,25 - 45,Caucasian,0,0,0,4,0.0,F,Felony Battery w/Prior Convict,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,Hispanic,0,0,0,4,86.0,F,Battery on Law Enforc Officer,0
Male,Less than 25,African-American,0,4,0,14,1.0,F,Grand Theft (Motor Vehicle),2
Male,25 - 45,African-American,0,0,0,11,1.0,F,Felony Batt(Great Bodily Harm),1
Male,Greater than 45,African-American,0,0,0,22,1.0,F,arrest case no charge,2
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Agg Battery Grt/Bod/Harm,0
Male,25 - 45,African-American,0,0,0,5,1.0,M,arrest case no charge,2
Male,Greater than 45,African-American,0,0,1,19,1.0,F,Possession of Cocaine,2
Male,Greater than 45,African-American,0,0,0,0,1.0,M,Viol Injunct Domestic Violence,0
Male,25 - 45,Caucasian,0,0,0,1,0.0,M,Battery,0
Male,Greater than 45,Hispanic,0,0,0,1,1.0,F,Driving While License Revoked,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Caucasian,0,0,0,0,0.0,F,Possession of Cocaine,1
Male,25 - 45,African-American,0,0,0,5,1.0,F,Aggrav Stalking After Injunctn,0
Female,25 - 45,African-American,0,0,0,0,1.0,F,Neglect Child / No Bodily Harm,0
Male,Greater than 45,African-American,0,0,0,11,2231.0,F,Possession of Cocaine,2
Male,Greater than 45,Other,0,0,0,1,25.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,4,1.0,M,arrest case no charge,1
Female,25 - 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,2,1.0,F,arrest case no charge,1
Female,25 - 45,African-American,0,0,0,9,1.0,F,Poss Anti-Shoplifting Device,1
Male,25 - 45,Native American,0,0,0,11,150.0,F,Possession of Cocaine,2
Male,Less than 25,African-American,0,0,3,3,1.0,F,Aggravated Assault W/Dead Weap,2
Male,25 - 45,African-American,0,0,0,5,1.0,F,Poss Wep Conv Felon,2
Male,25 - 45,African-American,0,0,0,11,1.0,M,Battery,1
Male,Greater than 45,African-American,0,0,0,13,1.0,F,Poss of Cocaine W/I/D/S 1000FT Park,1
Male,25 - 45,African-American,0,0,0,4,39.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,4,0.0,F,"Poss3,4 Methylenedioxymethcath",2
Female,25 - 45,Caucasian,0,0,0,1,27.0,M,Petit Theft $100- $300,0
Male,25 - 45,African-American,0,0,0,6,0.0,F,Fabricating Physical Evidence,1
Male,25 - 45,Caucasian,0,0,0,9,1.0,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,0,0,0,4,0.0,M,Aggravated Battery / Pregnant,0
Male,Less than 25,Caucasian,0,0,0,3,1.0,M,Battery,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession Of Heroin,1
Male,25 - 45,Hispanic,0,0,0,1,0.0,F,arrest case no charge,1
Female,25 - 45,Caucasian,0,0,0,0,2.0,M,DOC/Cause Public Danger,1
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,1
Male,Greater than 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,0
Female,25 - 45,Caucasian,0,0,0,1,2.0,M,Driving Under The Influence,1
Male,25 - 45,African-American,0,0,0,8,0.0,F,Aggravated Assault W/Dead Weap,1
Male,25 - 45,African-American,0,0,0,0,1.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,2,21.0,F,Possession Of Heroin,0
Male,Greater than 45,African-American,0,0,0,22,1.0,F,Felony Petit Theft,1
Male,25 - 45,Other,0,0,0,4,1.0,M,Battery,1
Male,Greater than 45,African-American,0,0,0,9,90.0,F,Grand Theft (Motor Vehicle),1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,Aggrav Battery w/Deadly Weapon,2
Male,Greater than 45,Caucasian,0,0,0,1,2.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,2,11,502.0,F,Fleeing Or Attmp Eluding A Leo,2
Male,Greater than 45,Caucasian,0,0,0,2,1.0,F,Fail Sex Offend Report Bylaw,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Petit Theft,1
Male,25 - 45,African-American,0,0,0,6,1.0,F,Uttering a Forged Instrument,2
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,0
Male,25 - 45,Hispanic,0,0,0,1,14.0,M,Extradition/Defendants,2
Female,25 - 45,Caucasian,0,0,0,5,1.0,M,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Tresspass Struct/Conveyance,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Fleeing Or Attmp Eluding A Leo,0
Female,Greater than 45,Caucasian,0,0,0,3,25.0,M,Driving Under The Influence,0
Male,Greater than 45,Other,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,Hispanic,0,0,0,2,1.0,M,Aggravated Battery / Pregnant,0
Male,25 - 45,Caucasian,0,0,0,4,1.0,F,Burglary Conveyance Unoccup,0
Male,25 - 45,Hispanic,0,0,0,0,,M,,0
Male,Less than 25,African-American,0,0,0,6,0.0,F,Possession of Cocaine,1
Female,25 - 45,African-American,0,0,0,0,1.0,M,DUI Level 0.15 Or Minor In Veh,0
Female,25 - 45,Caucasian,0,0,0,2,36.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,5,1.0,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,0,0,0,12,1.0,F,Grand Theft of the 2nd Degree,1
Female,25 - 45,African-American,0,0,0,2,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Felony Battery (Dom Strang),1
Female,25 - 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,7,0.0,F,Grand Theft (Motor Vehicle),2
Male,Less than 25,African-American,0,0,0,0,1.0,F,Resist Officer w/Violence,1
Female,25 - 45,Caucasian,0,0,0,1,30.0,M,Battery,1
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Burglary Conveyance Unoccup,1
Female,25 - 45,African-American,0,0,0,2,0.0,F,Failure To Return Hired Vehicle,0
Female,Greater than 45,Caucasian,0,0,0,4,11.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,3,1.0,F,Possession of Hydromorphone,0
